条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.286,27,21,6,1,0,1,0,2,0,4,0,.348
1-0より,.429,9,7,3,0,0,0,0,0,1,1,0,.500
2-0より,-,0,0,0,0,0,0,0,0,0,0,0,-
3-0より,.000,5,1,0,0,0,0,0,4,0,0,0,.800
0-1より,.308,13,13,4,0,0,1,0,0,0,0,0,.308
1-1より,.273,12,11,3,0,0,0,0,0,0,1,0,.273
2-1より,.167,12,12,2,1,1,0,0,0,0,0,0,.167
3-1より,1.000,5,1,1,1,0,0,0,4,0,0,0,1.000
0-2より,.214,14,14,3,1,0,0,4,0,0,0,0,.214
1-2より,.258,31,31,8,0,0,0,13,0,0,0,0,.258
2-2より,.269,26,26,7,1,1,0,12,0,0,0,0,.269
3-2より,.050,23,20,1,1,0,0,12,3,0,0,0,.174
