アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,34,27.2%,安打,38,73.1%
フライ,44,35.2%,四死球,14,26.9%
空三振,33,26.4%,失策出塁,0,0.0%
見三振,8,6.4%,野選,0,0.0%
犠打,6,4.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
