左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
0.0% (0),0.0% (0),0.0% (0),30.0% (3),30.0% (3),30.0% (3),70.0% (7),70.0% (7),70.0% (7)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
0.0% (0),- (0),0.0% (0),25.0% (1),- (0),33.3% (2),75.0% (3),- (0),66.7% (4)
