球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,44,48.4%,145.7,3,7,15,10,56.8%,11.1%,.111,9,1,0,2,0,0
スライダー,12,13.2%,129.6,2,1,2,4,41.7%,28.6%,.500,4,2,0,1,0,0
ツーシーム,10,11.0%,144.0,0,4,1,3,50.0%,0.0%,.333,3,1,0,1,0,0
チェンジアップ,8,8.8%,134.5,2,1,2,3,62.5%,50.0%,.000,1,0,0,1,0,0
カットボール,6,6.6%,141.5,0,1,1,2,33.3%,0.0%,.500,2,1,0,0,0,0
スプリット,5,5.5%,140.4,2,0,1,1,60.0%,50.0%,.500,2,1,0,1,0,0
カーブ,3,3.3%,111.5,0,0,0,2,0.0%,0.0%,.000,1,0,0,0,0,0
シンカー,2,2.2%,130.5,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
ナックルカーブ,1,1.1%,128.0,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
