左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
33.3% (5),33.3% (5),33.3% (5),33.3% (5),33.3% (5),33.3% (5),33.3% (5),33.3% (5),33.3% (5)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
16.7% (1),- (0),44.4% (4),50.0% (3),- (0),22.2% (2),33.3% (2),- (0),33.3% (3)
