球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,137,46.8%,145.8,13,16,33,55,45.3%,19.7%,0.16,25,4,0,6,4,2
スライダー,39,13.3%,132.5,5,5,8,13,46.2%,23.8%,0.167,12,2,1,4,0,0
カットボール,32,10.9%,137.6,3,4,10,10,53.1%,16.7%,0.0,6,0,0,2,0,0
フォーク,23,7.8%,131.7,1,5,5,10,47.8%,12.5%,0.333,3,1,0,1,0,0
チェンジアップ,15,5.1%,124.1,3,3,3,3,60.0%,33.3%,0.333,6,2,0,3,0,0
ツーシーム,13,4.4%,146.4,0,2,4,4,46.2%,0.0%,0.25,4,1,0,1,0,0
カーブ,11,3.8%,112.1,2,1,0,7,27.3%,66.7%,0.0,2,0,0,1,0,0
パワーカーブ,7,2.4%,124.7,3,0,1,3,57.1%,75.0%,0.0,2,0,0,2,0,0
スプリット,6,2.0%,139.8,0,1,2,2,50.0%,0.0%,0.0,1,0,0,0,0,0
縦スライダー,4,1.4%,132.0,0,1,1,0,50.0%,0.0%,0.0,2,0,0,0,0,0
シュート,4,1.4%,140.8,1,1,1,1,75.0%,50.0%,0.0,1,0,0,1,0,0
シンカー,2,0.7%,138.5,2,0,0,0,100.0%,100.0%,0.0,2,0,0,2,0,0
