条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.45,25,20,9,1,0,1,2,2,0,2,1
対左打者,0.4,14,10,4,1,0,0,2,4,0,0,0
