球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,38,48.1%,146.4,8,6,7,16,55.3%,50.0%,.000,5,0,0,4,2,0
チェンジアップ,14,17.7%,131.1,1,3,3,4,50.0%,14.3%,.000,3,0,0,0,1,0
フォーク,8,10.1%,135.5,2,1,0,1,37.5%,33.3%,.200,5,1,0,1,0,0
スライダー,6,7.6%,128.2,0,0,3,2,50.0%,0.0%,-,0,0,0,0,0,0
ツーシーム,6,7.6%,147.0,0,2,0,3,33.3%,0.0%,1.000,1,1,0,0,0,0
カットボール,5,6.3%,137.8,0,1,0,4,20.0%,-%,-,0,0,0,0,0,0
カーブ,2,2.5%,115.0,0,1,0,0,50.0%,0.0%,-,0,0,0,0,0,0
