球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
スライダー,128,43.0%,134.4,10,23,26,36,46.1%,14.5%,0.353,34,12,0,1,0,1
ストレート,101,33.9%,145.8,6,21,7,45,33.7%,17.1%,0.524,21,11,0,0,6,0
フォーク,35,11.7%,135.4,4,3,5,15,34.3%,23.5%,0.2,10,2,1,2,0,0
シュート,34,11.4%,145.0,3,3,7,14,38.2%,17.6%,0.5,8,4,0,1,0,0
