種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.59,11,0,11,0,0,1,0,1,0,0,0,11.1,15,0,2,3,0,2,2,1.59,0.357,-,5.67
Visitor,9.95,8,0,8,0,0,0,0,0,0,0,0,6.1,14,1,2,3,1,7,7,2.68,0.452,-,0.9
