条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.556,10,9,5,0,0,0,0,0,0,1,0,0.556
1-0より,0.8,6,5,4,0,0,0,0,0,1,0,0,0.833
2-0より,0.0,2,2,0,0,0,0,0,0,0,0,0,0.0
3-0より,1.0,2,1,1,1,0,0,0,1,0,0,0,1.0
0-1より,0.444,9,9,4,0,0,0,0,0,0,0,0,0.444
1-1より,0.5,12,12,6,1,0,1,0,0,0,0,0,0.5
2-1より,0.0,3,3,0,0,0,0,0,0,0,0,0,0.0
3-1より,0.5,4,2,1,0,0,0,0,2,0,0,0,0.75
0-2より,0.333,6,6,2,0,0,0,1,0,0,0,0,0.333
1-2より,0.125,8,8,1,0,0,0,0,0,0,0,0,0.125
2-2より,0.2,10,10,2,0,0,0,2,0,0,0,0,0.2
3-2より,0.5,9,6,3,1,0,0,1,3,0,0,0,0.667
