アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,25,55.6%,安打,29,80.6%
フライ,15,33.3%,四死球,7,19.4%
空三振,4,8.9%,失策出塁,0,0.0%
見三振,0,0.0%,野選,0,0.0%
犠打,1,2.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
