球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,594,71.7%,151.6,76,66,174,194,53.2%,22.8%,0.139,122,17,4,41,16,0
カーブ,160,19.3%,123.0,11,46,13,73,43.8%,26.8%,0.286,21,6,1,4,5,0
スプリット,68,8.2%,136.4,8,7,8,32,33.8%,27.6%,0.235,17,4,0,4,0,0
ツーシーム,7,0.8%,150.4,0,2,1,3,42.9%,0.0%,0.0,1,0,0,0,0,0
