チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
阪神,0.0,2,0,2,0,0,0,0,0,0,0,0,2.0,2,0,4,2,0,0,0,2.0,0.286,-,99.0
ＤｅＮＡ,0.0,3,0,3,0,0,1,0,1,0,0,0,3.0,1,0,1,0,0,0,0,0.33,0.1,-,99.0
広島,6.0,3,0,3,0,0,0,0,0,0,0,0,3.0,3,0,4,1,0,2,2,1.33,0.25,-,1.5
ヤクルト,3.6,4,0,4,0,0,1,0,1,0,0,0,5.0,4,1,4,1,0,2,2,1.0,0.211,-,2.5
中日,10.8,2,0,2,0,0,0,0,0,0,0,0,1.2,2,1,1,0,0,2,2,1.2,0.333,-,0.83
