防御率3.68,試合14,先発0,救援14,連投(試)1,連投(日)1,勝利0,敗戦0,HLD2,Ｓ0,ＨＰ2,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
-,14.2,59,249,17.0,12,2,14,4,1,0,0,0,6,6,1.09,-
