種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,2.95,21,0,21,1,0,1,0,2,1,1,0,21.1,25,1,18,2,0,7,7,1.27,0.291,-,3.05
Visitor,2.79,20,0,20,0,1,0,0,0,0,0,1,19.1,19,0,19,4,1,6,6,1.19,0.271,-,3.22
