球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,269,43.7%,147.2,16,52,70,82,51.3%,11.9%,0.233,60,14,1,14,4,0
ツーシーム,172,27.9%,140.8,30,14,40,54,48.8%,28.8%,0.319,47,15,0,14,1,0
カットボール,107,17.4%,139.4,16,14,13,37,40.2%,28.6%,0.25,32,8,0,7,0,1
チェンジアップ,45,7.3%,134.5,2,4,9,20,33.3%,9.5%,0.364,11,4,0,1,0,0
スライダー,23,3.7%,126.0,0,6,3,9,39.1%,0.0%,0.5,6,3,0,1,0,0
