球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
縦スライダー,252,41.4%,132.4,36,52,47,78,53.6%,29.5%,0.226,62,14,1,23,6,1
ストレート,202,33.2%,144.8,0,40,35,88,37.1%,0.0%,0.3,40,12,0,1,1,1
カットボール,88,14.4%,137.9,13,14,17,20,50.0%,24.1%,0.333,24,8,0,1,0,0
チェンジアップ,59,9.7%,120.1,12,2,12,21,44.1%,33.3%,0.368,19,7,0,7,0,0
シュート,5,0.8%,143.4,0,0,0,4,0.0%,0.0%,0.0,1,0,0,0,0,0
ナックルカーブ,3,0.5%,124.0,0,1,0,1,33.3%,0.0%,1.0,1,1,0,0,0,0
