アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,38,36.2%,安打,42,79.2%
フライ,34,32.4%,四死球,10,18.9%
空三振,26,24.8%,失策出塁,1,1.9%
見三振,6,5.7%,野選,0,0.0%
犠打,1,1.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
