種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,5.06,25,0,25,3,1,5,0,8,3,3,1,21.1,30,1,20,4,1,12,12,1.59,0.323,-,1.78
Visitor,3.07,16,0,16,2,2,8,0,10,2,2,2,14.2,12,0,12,4,1,5,5,1.09,0.222,-,2.93
