アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,74,37.2%,安打,57,69.5%
フライ,71,35.7%,四死球,20,24.4%
空三振,35,17.6%,失策出塁,5,6.1%
見三振,15,7.5%,野選,0,0.0%
犠打,4,2.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
