球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,568,52.0%,147.5,20,117,119,188,45.1%,7.6%,.211,133,28,5,15,9,2
スプリット,202,18.5%,137.7,49,22,35,62,52.5%,41.5%,.172,58,10,1,24,3,0
カットボール,179,16.4%,138.8,21,33,32,59,48.0%,24.1%,.333,39,13,1,7,5,0
カーブ,91,8.3%,113.8,6,30,8,42,48.4%,31.6%,.000,7,0,0,2,1,0
チェンジアップ,51,4.7%,129.1,5,10,6,16,41.2%,20.0%,.375,16,6,0,2,0,0
スライダー,2,0.2%,127.0,1,0,0,1,50.0%,100.0%,-,0,0,0,0,0,0
