アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,138,37.8%,安打,154,74.0%
フライ,160,43.8%,四死球,51,24.5%
空三振,47,12.9%,失策出塁,3,1.4%
見三振,13,3.6%,野選,0,0.0%
犠打,7,1.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
