球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,1016,45.6%,146.6,43,240,187,350,46.3%,10.1%,.307,215,66,2,25,27,1
スライダー,311,14.0%,128.5,17,66,44,122,40.8%,13.8%,.205,73,15,0,11,7,0
カットボール,264,11.8%,137.0,15,50,53,89,44.7%,12.0%,.339,62,21,3,8,4,1
フォーク,158,7.1%,135.8,11,23,26,63,38.0%,15.3%,.385,39,15,1,5,2,0
チェンジアップ,155,7.0%,131.8,7,18,23,66,31.0%,9.9%,.205,44,9,0,3,2,0
カーブ,99,4.4%,117.0,4,9,18,47,31.3%,9.3%,.500,24,12,0,3,0,1
ツーシーム,94,4.2%,141.2,7,15,18,35,42.6%,15.9%,.143,21,3,0,2,2,1
スプリット,47,2.1%,139.3,3,6,10,19,40.4%,13.6%,.400,10,4,0,1,1,0
シュート,36,1.6%,141.3,1,5,5,17,30.6%,7.1%,.222,9,2,0,1,0,0
シンカー,19,0.9%,130.8,1,1,2,7,21.1%,9.1%,.500,8,4,0,0,0,0
ナックルカーブ,18,0.8%,127.5,1,4,3,6,44.4%,12.5%,.400,5,2,0,1,0,0
縦スライダー,5,0.2%,124.4,1,3,0,1,80.0%,100.0%,-,0,0,0,0,0,0
パワーカーブ,3,0.1%,122.3,0,2,0,0,66.7%,0.0%,.000,1,0,0,0,0,0
スラーブ,1,0.0%,101.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
パーム,1,0.0%,113.0,0,0,0,0,0.0%,0.0%,1.000,1,1,0,0,0,0
ワンシーム,1,0.0%,-,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
