チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,.000,1,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,.000,.000,0.0
日本ハム,.333,4,13,12,1,4,0,0,0,4,0,1,1,0,0,0,0,1,0,0,.385,.333,0.718
ロッテ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天,.143,5,15,14,0,2,1,0,0,3,0,4,1,0,0,0,0,0,0,0,.200,.214,0.414
西武,.000,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
