左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
44.0% (11),44.0% (11),44.0% (11),24.0% (6),24.0% (6),24.0% (6),32.0% (8),32.0% (8),32.0% (8)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
50.0% (3),- (0),42.1% (8),33.3% (2),- (0),21.1% (4),16.7% (1),- (0),36.8% (7)
