条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.273,201,187,51,11,2,1,37,8,1,3,2
対左打者,0.259,167,158,41,3,2,2,34,5,2,1,1
