チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
巨人,0.53,3,3,0,2,0,0,0,0,0,0,0,17.0,14,0,10,1,0,1,1,0.88,0.219,2.84,-
阪神,1.69,1,1,0,0,1,0,0,0,0,0,0,5.1,6,0,3,0,0,2,1,1.13,0.273,1.5,-
ＤｅＮＡ,5.4,2,2,0,0,2,0,0,0,0,0,0,10.0,9,0,9,2,1,6,6,1.1,0.231,1.5,-
ヤクルト,6.17,3,3,0,1,2,0,0,0,0,0,0,11.2,15,1,9,3,1,9,8,1.54,0.306,5.54,-
中日,5.0,5,5,0,2,1,0,0,0,0,0,0,27.0,33,1,23,4,1,15,15,1.37,0.308,4.06,-
