球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
マツダスタジアム,2.86,4,4,0,3,1,0,0,0,0,0,0,22.0,21,1,21,5,0,7,7,1.18,0.25,6.14,-
東京ドーム,0.00,1,1,0,0,0,0,0,0,0,0,0,6.0,3,0,5,0,0,0,0,0.5,0.143,0.00,-
甲子園,1.69,1,1,0,0,1,0,0,0,0,0,0,5.1,6,0,3,0,0,2,1,1.13,0.273,1.50,-
横浜,5.40,2,2,0,0,2,0,0,0,0,0,0,10.0,9,0,9,2,1,6,6,1.1,0.231,1.50,-
神宮,9.45,2,2,0,0,2,0,0,0,0,0,0,6.2,12,1,4,1,1,8,7,1.95,0.387,4.50,-
バンテリンドーム,4.50,4,4,0,1,1,0,0,0,0,0,0,22.0,25,1,19,3,1,11,11,1.27,0.294,2.42,-
Ce その他,1.80,1,1,0,1,0,0,0,0,0,0,0,5.0,4,0,2,0,0,1,1,0.8,0.211,3.00,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,6.75,1,1,0,0,1,0,0,0,0,0,0,5.1,7,0,5,0,0,4,4,1.31,0.333,0.00,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,1.50,1,1,0,1,0,0,0,0,0,0,0,6.0,5,0,3,2,0,1,1,1.17,0.217,5.14,-
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
