条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.333,47,45,15,3,0,1,0,0,0,2,0,0.333
1-0より,.318,22,22,7,1,0,0,0,0,0,0,0,0.318
2-0より,.000,4,4,0,0,0,0,0,0,0,0,0,0.0
3-0より,-,5,0,0,0,0,0,0,5,0,0,0,1.0
0-1より,.390,44,41,16,3,1,1,0,0,0,2,1,0.381
1-1より,.469,35,32,15,2,2,1,0,0,2,0,1,0.486
2-1より,.304,24,23,7,1,0,0,0,0,0,0,1,0.292
3-1より,.667,6,3,2,1,0,0,0,3,0,0,0,0.833
0-2より,.132,38,38,5,0,0,0,18,0,0,0,0,0.132
1-2より,.133,61,60,8,2,0,0,24,0,1,0,0,0.148
2-2より,.222,54,54,12,0,0,0,19,0,0,0,0,0.222
3-2より,.217,28,23,5,1,1,0,10,5,0,0,0,0.357
