打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,15,2,.133,0,1,0,0,0,0.133
2打席目,14,3,.214,0,3,1,0,0,0.267
3打席目,14,3,.214,0,1,1,0,0,0.267
4打席目,10,1,.100,1,3,2,0,0,0.25
5打席目以上,0,0,-,0,0,0,0,0,
