条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.174,26,23,4,0,0,1,6,2,1,0,0
対左投手,0.194,38,36,7,2,0,0,3,2,0,0,0
