アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,27,36.0%,安打,32,76.2%
フライ,22,29.3%,四死球,10,23.8%
空三振,15,20.0%,失策出塁,0,0.0%
見三振,10,13.3%,野選,0,0.0%
犠打,1,1.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
