アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,51,31.5%,安打,50,70.4%
フライ,39,24.1%,四死球,19,26.8%
空三振,60,37.0%,失策出塁,0,0.0%
見三振,8,4.9%,野選,2,2.8%
犠打,4,2.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
