球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,15,48.4%,142.1,1,3,2,6,40.0%,16.7%,.667,3,2,1,0,1,1
フォーク,15,48.4%,128.4,3,3,1,6,46.7%,50.0%,.000,2,0,0,0,0,0
スライダー,1,3.2%,123.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
