条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.222,30,27,6,1,0,1,8,1,0,2,0
対左打者,0.097,35,31,3,1,0,0,9,4,0,0,0
