左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
31.6% (6),31.6% (6),31.6% (6),31.6% (6),31.6% (6),31.6% (6),36.8% (7),36.8% (7),36.8% (7)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
20.0% (1),- (0),35.7% (5),40.0% (2),- (0),28.6% (4),40.0% (2),- (0),35.7% (5)
