球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
マツダスタジアム,.182,10,11,11,0,2,0,0,0,2,0,5,0,0,0,0,0,0,0,0,.182,.182,0.364
東京ドーム,-,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-,-,0.0
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,.333,3,8,6,0,2,0,0,0,2,0,0,1,0,0,1,0,0,0,0,.429,.333,0.762
Ce その他,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.000,3,6,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,.167,.000,0.167
ZOZOマリン,.250,2,4,4,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,.250,.500,0.75
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
