アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,6,25.0%,安打,5,71.4%
フライ,8,33.3%,四死球,2,28.6%
空三振,7,29.2%,失策出塁,0,0.0%
見三振,1,4.2%,野選,0,0.0%
犠打,2,8.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
