チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.237,19,70,59,8,14,3,0,1,20,5,19,6,0,4,0,1,4,0,1,0.343,0.339,0.682
日本ハム,0.208,22,79,72,3,15,2,0,0,17,0,18,4,0,3,0,0,2,0,0,0.278,0.236,0.515
ロッテ,0.228,20,66,57,7,13,0,0,2,19,9,8,7,0,0,0,2,3,0,0,0.303,0.333,0.636
オリックス,0.27,19,75,63,7,17,4,1,1,26,11,15,9,0,1,1,1,2,0,0,0.365,0.413,0.778
西武,0.242,18,71,62,9,15,2,0,3,26,4,16,9,0,0,0,0,6,0,0,0.338,0.419,0.757
