打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,34,5,0.147,0,12,8,0,0,0.31
2打席目,36,12,0.333,1,6,4,0,2,0.381
3打席目,39,10,0.256,2,8,2,0,0,0.293
4打席目,26,5,0.192,1,6,3,0,0,0.276
5打席目以上,4,1,0.25,0,1,3,0,0,0.571
