アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,40,35.4%,安打,35,72.9%
フライ,29,25.7%,四死球,10,20.8%
空三振,24,21.2%,失策出塁,3,6.3%
見三振,10,8.8%,野選,0,0.0%
犠打,10,8.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
