打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.263,55,87,80,18,21,4,1,2,33,6,20,6,1,0,1,0,5,0,0,0.314,0.413,0.726
Visitor,0.268,47,86,82,10,22,2,0,1,27,5,22,3,0,0,1,0,2,2,1,0.294,0.329,0.623
