打率.265,試合102,打席173,打数162,得点28,安打43,内安2,内安率4.7,２Ｂ6,３Ｂ1,本塁3,HR勝敗3-0-0,塁打60,打点11,三振42
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
9,1,0,2,0,7,2,77.8,1,0,2,.188,.304,.370,.674
