アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,6,28.6%,安打,15,83.3%
フライ,6,28.6%,四死球,3,16.7%
空三振,7,33.3%,失策出塁,0,0.0%
見三振,1,4.8%,野選,0,0.0%
犠打,1,4.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
