打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
1番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
2番,.000,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.000,.000,0.0
3番,.301,35,153,136,19,41,1,1,2,50,9,21,15,1,1,1,0,1,0,4,.375,.368,0.743
4番,.272,24,105,92,7,25,3,0,1,31,11,21,11,1,0,1,1,0,0,0,.346,.337,0.683
5番,.356,17,69,59,5,21,3,0,1,27,9,11,8,0,1,0,1,0,1,0,.435,.458,0.892
6番,.000,1,4,2,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,.250,.000,0.25
7番,.250,1,4,4,1,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,.250,.500,0.75
8番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
9番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
