チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.275,14,56,51,4,14,2,1,0,18,2,9,5,0,0,0,0,0,1,1,0.339,0.353,0.692
日本ハム,0.373,14,60,51,6,19,1,0,2,26,11,13,7,1,0,1,1,0,0,1,0.441,0.51,0.95
ロッテ,0.25,14,62,52,6,13,1,0,1,17,6,8,8,0,1,0,1,1,0,0,0.355,0.327,0.682
オリックス,0.258,17,70,62,4,16,0,0,0,16,3,12,7,1,0,0,1,0,0,1,0.329,0.258,0.587
西武,0.311,16,70,61,8,19,2,0,1,24,7,10,8,0,0,1,0,0,0,1,0.391,0.393,0.785
