条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.462,28,26,12,3,0,1,0,0,0,1,1,0.444
1-0より,.278,20,18,5,1,0,0,0,0,0,1,1,0.263
2-0より,.400,5,5,2,0,0,0,0,0,0,0,0,0.4
3-0より,-,6,0,0,0,0,0,0,6,0,0,0,1.0
0-1より,.478,23,23,11,1,0,1,0,0,0,0,0,0.478
1-1より,.333,28,27,9,0,0,0,0,0,0,0,1,0.321
2-1より,.294,17,17,5,0,0,0,0,0,0,0,0,0.294
3-1より,.000,12,1,0,0,0,0,0,11,0,0,0,0.917
0-2より,.179,29,28,5,0,0,0,10,0,1,0,0,0.207
1-2より,.250,60,60,15,0,0,0,22,0,0,0,0,0.25
2-2より,.274,63,62,17,2,1,1,13,0,1,0,0,0.286
3-2より,.265,52,34,9,1,0,1,11,18,0,0,0,0.519
