アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,77,36.3%,安打,90,68.2%
フライ,77,36.3%,四死球,37,28.0%
空三振,43,20.3%,失策出塁,4,3.0%
見三振,13,6.1%,野選,1,0.8%
犠打,2,0.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
