球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,190,51.2%,137.8,8,34,47,56,46.8%,8.0%,.271,48,13,0,5,1,0
カットボール,62,16.7%,128.0,6,10,11,23,43.5%,20.7%,.417,12,5,0,0,2,0
スライダー,38,10.2%,123.4,4,3,4,17,28.9%,22.2%,.583,12,7,0,2,0,0
ナックルカーブ,36,9.7%,116.3,4,11,5,12,55.6%,30.8%,.000,4,0,0,1,0,0
チェンジアップ,25,6.7%,125.3,7,1,2,9,40.0%,46.7%,.125,8,1,0,2,0,0
フォーク,19,5.1%,125.9,1,1,5,7,36.8%,9.1%,.000,5,0,0,0,0,0
ツーシーム,1,0.3%,133.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
