アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,21,32.3%,安打,26,86.7%
フライ,32,49.2%,四死球,3,10.0%
空三振,8,12.3%,失策出塁,0,0.0%
見三振,2,3.1%,野選,1,3.3%
犠打,2,3.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
