条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.244,46,41,10,2,1,0,6,2,0,2,1
対左打者,0.333,49,48,16,1,1,0,4,1,0,0,0
