防御率2.41,試合25,先発25,救援0,連投(試)0,連投(日)0,勝利11,敗戦8,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投2,完封1,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.579,164.1,678,2719,16.5,155,7,114,48,0,6,1,2,49,44,1.24,72.0%
