球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
京セラD大阪,1.06,13,13,0,8,1,0,0,0,0,0,0,93.0,75,1,58,32,1,13,11,1.15,0.227,2.87,-
みずほPayPay,5.40,1,1,0,0,0,0,0,0,0,0,0,5.0,6,1,5,0,1,3,3,1.2,0.286,4.50,-
エスコンＦ,4.42,3,3,0,1,2,0,0,0,0,0,0,18.1,20,1,16,1,2,12,9,1.15,0.274,6.00,-
ZOZOマリン,7.36,2,2,0,0,2,0,0,0,0,0,0,11.0,17,0,7,3,1,9,9,1.82,0.362,0.00,-
楽天モバイル,2.25,3,3,0,1,2,0,0,0,0,0,0,20.0,17,3,13,8,0,5,5,1.25,0.239,2.74,-
ベルーナドーム,2.08,2,2,0,1,0,0,0,0,0,0,0,13.0,14,0,10,3,1,3,3,1.31,0.269,4.20,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
バンテリンドーム,9.00,1,1,0,0,1,0,0,0,0,0,0,4.0,6,1,5,1,0,4,4,1.75,0.316,5.40,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
