アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,9,27.3%,安打,16,84.2%
フライ,16,48.5%,四死球,3,15.8%
空三振,5,15.2%,失策出塁,0,0.0%
見三振,2,6.1%,野選,0,0.0%
犠打,1,3.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
