防御率5.56,試合9,先発0,救援9,連投(試)0,連投(日)0,勝利1,敗戦0,HLD0,Ｓ0,ＨＰ1,ＳＰ1,救勝1,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
1.000,11.1,52,207,18.3,16,0,7,2,0,1,0,0,7,7,1.59,-
