球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,60,48.8%,147.0,12,6,15,17,55.0%,32.4%,.182,11,2,0,3,1,0
スライダー,15,12.2%,129.8,5,3,2,4,66.7%,62.5%,.000,4,0,0,3,0,0
カットボール,12,9.8%,137.5,1,2,4,1,58.3%,11.1%,.500,4,2,0,0,0,0
チェンジアップ,11,8.9%,135.7,1,4,0,4,45.5%,33.3%,.000,3,0,0,1,0,0
ツーシーム,9,7.3%,139.1,0,0,3,2,33.3%,0.0%,.250,4,1,0,0,0,0
フォーク,7,5.7%,135.2,1,0,0,2,14.3%,20.0%,.000,4,0,0,0,0,0
スプリット,5,4.1%,135.8,1,0,1,1,40.0%,25.0%,.333,3,1,0,1,0,0
ナックルカーブ,2,1.6%,120.0,0,1,0,1,50.0%,-%,-,0,0,0,0,0,0
カーブ,1,0.8%,127.0,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
シンカー,1,0.8%,133.0,1,0,0,0,100.0%,100.0%,-,0,0,0,0,0,0
