左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
26.9% (7),26.9% (7),26.9% (7),30.8% (8),30.8% (8),30.8% (8),42.3% (11),42.3% (11),42.3% (11)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
33.3% (2),- (0),25.0% (5),0.0% (0),- (0),40.0% (8),66.7% (4),- (0),35.0% (7)
