条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,.105,20,19,2,0,0,0,0,3,1,0,0,0,.150
1塁,.375,9,8,3,0,0,0,0,3,0,0,1,0,.375
2塁,.250,4,4,1,0,0,0,0,1,0,0,0,0,.250
3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
1・2塁,.000,3,2,0,0,0,0,0,0,0,0,1,0,.000
1・3塁,.000,1,1,0,0,0,0,0,1,0,0,0,0,.000
2・3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
満塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
得点圏,.143,8,7,1,0,0,0,0,2,0,0,1,0,.143
