球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
カットボール,79,59.4%,144.9,5,25,12,15,53.2%,12.8%,.296,27,8,0,6,0,0
スライダー,26,19.5%,130.0,3,2,8,8,50.0%,18.8%,.200,5,1,0,0,0,0
カーブ,20,15.0%,120.2,3,2,3,8,40.0%,30.0%,.250,4,1,0,0,0,0
チェンジアップ,8,6.0%,135.9,0,2,1,5,37.5%,0.0%,-,0,0,0,0,0,0
