チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.263,21,82,76,7,20,3,0,1,26,7,17,3,0,0,3,0,0,1,1,0.291,0.342,0.633
阪神,0.171,22,81,76,3,13,3,0,0,16,5,23,2,0,0,2,1,1,0,0,0.19,0.211,0.4
ＤｅＮＡ,0.344,19,64,61,6,21,6,0,0,27,2,9,0,0,0,3,0,1,1,0,0.344,0.443,0.787
ヤクルト,0.333,18,56,51,8,17,4,0,1,24,4,6,3,0,0,2,0,0,0,0,0.37,0.471,0.841
中日,0.236,20,63,55,2,13,2,0,1,18,8,6,2,0,0,5,1,0,1,2,0.259,0.327,0.586
