条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.261,207,188,49,10,0,2,44,7,0,12,0
対左投手,0.24,182,167,40,9,0,2,26,7,1,5,2
