球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,117,51.1%,149.0,5,18,21,50,37.6%,10.2%,0.37,27,10,3,4,5,0
フォーク,66,28.8%,136.8,17,11,6,21,51.5%,50.0%,0.294,17,5,1,6,1,0
スライダー,46,20.1%,130.8,15,6,5,15,56.5%,60.0%,0.125,8,1,0,3,1,0
