種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,9.0,3,0,3,0,0,0,0,0,0,0,0,3.0,4,0,5,2,0,3,3,2.0,0.308,-,1.0
Nighter,4.66,5,0,5,0,0,0,0,0,0,0,0,9.2,12,4,8,5,0,5,5,1.76,0.308,-,1.93
